年龄,年龄段,身份定位,评估结论,监护状况,教养方式,认知类型,同伴关系,社区环境,在校表现,法治教育覆盖,内容接触,线上交往行为,财务行为,家庭沟通分,家庭冲突分,冲动易冲动程度,攻击暴力倾向,自我认同问题程度,受不良同伴影响强度,受社区影响强度,逃学旷课频次,法治教育学习效果,上网时间问题程度,深夜上网问题程度,接触有害内容频次,时间管理问题程度,理财观念行为问题程度,情感支持,情绪调节困难程度
Q1646,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；监护人积极参与(保护),暴力型教养；传统型教养,无极端倾向,无不良同伴,社区一般,偶尔逃学；偶尔逃学,无法治教育,主要接触正面/学习资源,线上交往健康,严重财务问题,2,2,3,0,3,4,0,0,2,2,1,3,4,3,1
Q1647,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母常年不在,溺爱型教养,无极端倾向,无不良同伴,社区资源贫乏,辍学,按课表开展,接触色情内容,被网络欺凌/受害,严重财务问题,0,3,1,1,3,2,0,1,1,4,0,4,5,0,3
Q1648,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；事实无人抚养；父母常年不在,权威型教养,敌意价值观,结交不良同伴,社区治安较差；社区资源贫乏,长期旷课,深度参与/法治活动活跃,接触诈骗信息,线上交往健康,严重财务问题,1,2,1,2,2,0,0,5,3,0,2,0,2,0,1
Q1649,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),暴力型教养,价值观模糊,结交不良同伴,社区一般；社区一般,偶尔缺课；偶尔缺课,偶尔宣传,接触黑灰产信息,线上交往健康,偶尔冲动消费,5,5,1,4,2,4,2,0,5,5,4,2,0,0,0
Q1650,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；流动监护；单亲,忽视型教养,敌意价值观,无不良同伴,社区一般；社区一般,偶尔逃学,偶尔宣传,接触诈骗信息,参与/发起网络欺凌,严重财务问题,1,1,0,1,2,3,0,0,1,4,0,3,0,2,5
Q1651,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),传统型教养；权威型教养,无极端倾向,受同伴影响,社区治安较差；社区一般,长期旷课,深度参与/法治活动活跃,接触诈骗信息,参与/发起网络欺凌,被诈骗,0,2,0,5,1,3,4,0,2,1,3,3,4,5,4
Q1652,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；父母常年不在,暴力型教养,偶有极端/模糊倾向,受同伴影响,社区一般；社区资源丰富且治安好,偶尔逃学；探索个性化学习,无法治教育,接触黑灰产信息,参与/发起网络欺凌,存在欠债,3,0,3,4,1,4,5,4,3,1,0,5,0,4,5
Q1653,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；监护薄弱,忽视型教养；暴力型教养,敌意价值观,加入不良群体,社区一般；社区资源贫乏,偶尔缺课；偶尔逃学,按课表开展,接触黑灰产信息,参与/发起网络欺凌,理财能力良好,0,4,0,4,2,2,1,2,2,3,5,0,1,1,4
Q1654,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；监护人积极参与(保护)；事实无人抚养,权威型教养；传统型教养,偶有极端/模糊倾向,偶有接触,社区一般；社区一般,偶尔缺课；偶尔逃学,偶尔宣传,接触黑灰产信息,参与/发起网络欺凌,严重财务问题,3,4,3,4,5,2,3,2,5,5,2,1,4,0,1
Q1655,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；长期疾病,溺爱型教养,偶有极端/模糊倾向,加入不良群体,社区一般；社区犯罪频发,偶尔缺课,偶尔宣传,接触色情内容,线上交往健康,被诈骗,3,3,0,0,4,5,3,1,3,2,3,5,5,4,3
Q1656,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；父母失业；留守,权威型教养；忽视型教养,偶有极端/模糊倾向,无不良同伴,社区治安较差；社区资源贫乏,偶尔缺课；偶尔缺课,深度参与/法治活动活跃,接触色情内容,线上交往健康,被诈骗,4,4,1,4,3,3,2,3,4,1,4,1,1,2,1
Q1657,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,溺爱型教养；权威型教养,敌意价值观,加入不良群体,社区一般,辍学,无法治教育,主要接触正面/学习资源,接触不良社交圈,存在欠债,5,5,4,5,5,4,0,0,3,0,5,4,2,4,0
Q1658,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；父母失联；长期疾病,暴力型教养；溺爱型教养,偶有极端/模糊倾向,加入不良群体,社区一般；社区资源贫乏,偶尔缺课,无法治教育,接触黑灰产信息,线上交往健康,被诈骗,4,0,4,1,1,5,5,3,3,0,3,2,5,1,5
Q1659,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母常年不在；事实无人抚养,忽视型教养,敌意价值观,结交不良同伴,社区一般,偶尔缺课,深度参与/法治活动活跃,接触色情内容,线上交往健康,理财能力良好,4,5,0,0,0,1,5,1,0,4,4,3,2,2,5
Q1660,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,忽视型教养,价值观模糊,偶有接触,高风险社区；社区资源贫乏,偶尔缺课,无法治教育,接触暴力/血腥内容,被网络欺凌/受害,被诈骗,4,1,4,0,0,5,5,2,2,4,4,0,5,4,0
Q1661,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护,传统型教养,敌意价值观,结交不良同伴,社区犯罪频发,长期旷课；偶尔缺课,无法治教育,接触黑灰产信息,参与/发起网络欺凌,理财能力良好,0,5,1,4,1,1,4,5,0,5,3,2,5,5,0
Q1662,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；流动监护,权威型教养；暴力型教养,敌意价值观,受同伴影响,社区一般,偶尔缺课；偶尔缺课,无法治教育,主要接触正面/学习资源,线上交往健康,被诈骗,3,4,2,0,3,2,2,1,2,2,5,3,0,3,2
Q1663,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；流动监护；长期疾病,传统型教养；暴力型教养,价值观模糊,受同伴影响,社区犯罪频发；社区一般,偶尔逃学；偶尔逃学,按课表开展,接触诈骗信息,接触不良社交圈,严重财务问题,2,4,3,3,2,4,0,5,0,4,4,1,2,5,4
Q1664,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,权威型教养,敌意价值观,无不良同伴,社区资源贫乏；社区一般,偶尔逃学,按课表开展,接触色情内容,线上交往健康,被诈骗,3,0,0,0,1,2,5,1,5,5,0,4,5,1,4
Q1665,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；单亲；流动监护,传统型教养,偶有极端/模糊倾向,无不良同伴,社区资源贫乏；高风险社区,偶尔逃学,按课表开展,接触诈骗信息,参与/发起网络欺凌,理财能力良好,5,5,5,4,2,0,0,3,1,5,2,0,0,2,3
Q1666,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养,溺爱型教养,敌意价值观,加入不良群体,社区犯罪频发,探索个性化学习,无法治教育,接触黑灰产信息,参与/发起网络欺凌,严重财务问题,0,2,3,1,3,2,2,2,5,0,1,5,0,4,5
Q1667,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；监护人积极参与(保护),忽视型教养；暴力型教养,无极端倾向,受同伴影响,高风险社区,偶尔缺课,按课表开展,主要接触正面/学习资源,线上交往健康,被诈骗,0,3,0,1,1,3,3,3,5,0,4,1,1,2,3
Q1668,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；监护薄弱；父母失业,溺爱型教养；忽视型教养,价值观模糊,偶有接触,高风险社区；社区一般,偶尔逃学,偶尔宣传,接触诈骗信息,接触不良社交圈,被诈骗,5,5,5,4,2,3,2,5,5,4,1,3,2,0,3
Q1669,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护,暴力型教养,偶有极端/模糊倾向,无不良同伴,高风险社区,偶尔逃学,深度参与/法治活动活跃,主要接触正面/学习资源,参与/发起网络欺凌,偶尔冲动消费,5,0,0,0,1,0,3,4,1,5,4,5,4,4,0
Q1670,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱,权威型教养；忽视型教养,无极端倾向,无不良同伴,社区犯罪频发,辍学；偶尔逃学,深度参与/法治活动活跃,主要接触正面/学习资源,线上交往健康,存在欠债,1,0,5,4,4,5,0,2,0,2,2,5,2,3,0
Q1671,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；长期疾病,暴力型教养；忽视型教养,敌意价值观,受同伴影响,社区犯罪频发；社区犯罪频发,长期旷课；偶尔缺课,无法治教育,接触黑灰产信息,被网络欺凌/受害,偶尔冲动消费,2,0,4,3,4,1,3,5,1,4,2,4,2,5,2
Q1672,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；长期疾病；父母常年不在,溺爱型教养,价值观模糊,无不良同伴,社区一般,偶尔缺课,深度参与/法治活动活跃,主要接触正面/学习资源,接触不良社交圈,偶尔冲动消费,4,0,3,3,2,1,2,1,3,5,5,5,3,4,2
Q1673,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,溺爱型教养；暴力型教养,偶有极端/模糊倾向,偶有接触,高风险社区,偶尔逃学,偶尔宣传,接触黑灰产信息,被网络欺凌/受害,被诈骗,2,4,4,0,1,4,0,2,1,4,2,0,0,1,0
Q1674,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；流动监护；监护薄弱,权威型教养,偶有极端/模糊倾向,结交不良同伴,社区犯罪频发,偶尔逃学；偶尔逃学,偶尔宣传,接触色情内容,接触不良社交圈,偶尔冲动消费,0,3,1,2,3,0,5,4,2,4,3,2,3,2,0
Q1675,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；父母失业；单亲,溺爱型教养,敌意价值观,偶有接触,社区犯罪频发；高风险社区,探索个性化学习,偶尔宣传,接触诈骗信息,线上交往健康,严重财务问题,5,2,2,5,0,4,0,2,3,5,0,5,4,5,1
Q1676,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；单亲；监护人积极参与(保护),权威型教养；传统型教养,偶有极端/模糊倾向,无不良同伴,社区资源丰富且治安好,探索个性化学习；偶尔逃学,偶尔宣传,接触诈骗信息,接触不良社交圈,理财能力良好,0,2,4,0,2,1,2,3,1,2,5,2,0,5,2
Q1677,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；父母常年不在,传统型教养；忽视型教养,敌意价值观,受同伴影响,社区一般,辍学；探索个性化学习,按课表开展,接触暴力/血腥内容,接触不良社交圈,严重财务问题,4,3,0,5,2,4,0,0,2,0,3,1,4,2,1
Q1678,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；流动监护,忽视型教养,敌意价值观,偶有接触,高风险社区；社区治安较差,长期旷课,按课表开展,接触色情内容,被网络欺凌/受害,存在欠债,3,0,2,3,4,4,1,4,4,4,5,4,1,0,3
Q1679,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；长期疾病；流动监护,传统型教养；暴力型教养,无极端倾向,无不良同伴,社区一般；社区治安较差,偶尔逃学；偶尔逃学,偶尔宣传,接触暴力/血腥内容,接触不良社交圈,存在欠债,4,4,5,4,3,5,0,2,3,2,4,2,2,1,2
Q1680,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；长期疾病,传统型教养；忽视型教养,无极端倾向,受同伴影响,社区治安较差；高风险社区,偶尔逃学；偶尔逃学,无法治教育,主要接触正面/学习资源,接触不良社交圈,严重财务问题,4,5,4,0,0,0,1,1,2,1,3,5,4,2,5
Q1681,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；监护人积极参与(保护),传统型教养；忽视型教养,无极端倾向,加入不良群体,社区治安较差,偶尔逃学,深度参与/法治活动活跃,接触诈骗信息,接触不良社交圈,理财能力良好,3,2,3,4,0,5,2,4,0,1,3,1,0,5,3
Q1682,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；父母常年不在；事实无人抚养,权威型教养,价值观模糊,加入不良群体,社区资源贫乏,偶尔逃学；偶尔逃学,深度参与/法治活动活跃,接触黑灰产信息,参与/发起网络欺凌,存在欠债,1,1,3,0,1,5,4,4,0,3,5,5,3,1,4
Q1683,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；监护人积极参与(保护)；长期疾病,暴力型教养；溺爱型教养,敌意价值观,无不良同伴,社区一般；社区一般,偶尔缺课；偶尔逃学,无法治教育,接触诈骗信息,被网络欺凌/受害,理财能力良好,3,3,1,1,0,5,0,5,5,3,1,0,0,4,2
Q1684,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；流动监护,忽视型教养,偶有极端/模糊倾向,偶有接触,社区治安较差,偶尔逃学,无法治教育,接触色情内容,参与/发起网络欺凌,严重财务问题,1,2,1,4,3,0,5,0,1,5,3,4,0,2,2
Q1685,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,溺爱型教养,无极端倾向,无不良同伴,社区犯罪频发；社区一般,辍学；偶尔缺课,无法治教育,主要接触正面/学习资源,接触不良社交圈,理财能力良好,1,4,5,3,2,3,0,0,2,1,5,4,2,4,3
Q1686,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失业；监护薄弱,暴力型教养；传统型教养,价值观模糊,结交不良同伴,社区一般；社区治安较差,偶尔逃学；偶尔逃学,无法治教育,接触色情内容,接触不良社交圈,存在欠债,5,3,2,2,4,4,5,3,5,0,1,0,0,5,0
Q1687,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；监护薄弱,权威型教养,偶有极端/模糊倾向,无不良同伴,社区资源丰富且治安好,偶尔逃学,按课表开展,接触诈骗信息,线上交往健康,存在欠债,2,1,5,0,3,2,3,5,0,0,1,1,1,1,1
Q1688,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,溺爱型教养；暴力型教养,无极端倾向,加入不良群体,社区一般；社区一般,偶尔逃学,按课表开展,接触诈骗信息,接触不良社交圈,理财能力良好,1,1,0,0,1,0,3,5,0,2,3,4,2,4,4
Q1689,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联,权威型教养；忽视型教养,敌意价值观,加入不良群体,社区资源贫乏,偶尔缺课；偶尔逃学,深度参与/法治活动活跃,接触诈骗信息,线上交往健康,严重财务问题,0,0,4,0,1,1,4,4,2,2,1,3,2,4,0
Q1690,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；长期疾病；父母失联,暴力型教养；忽视型教养,价值观模糊,结交不良同伴,社区资源贫乏,长期旷课；辍学,无法治教育,接触色情内容,被网络欺凌/受害,偶尔冲动消费,0,5,5,3,0,4,1,2,4,1,4,0,0,1,3
Q1691,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守,暴力型教养,价值观模糊,偶有接触,社区资源丰富且治安好,探索个性化学习；偶尔逃学,偶尔宣传,接触暴力/血腥内容,线上交往健康,严重财务问题,4,5,0,1,0,4,1,1,4,2,3,3,0,2,1
Q1692,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；监护薄弱,暴力型教养；忽视型教养,无极端倾向,无不良同伴,社区资源丰富且治安好；社区资源贫乏,偶尔逃学,偶尔宣传,接触诈骗信息,被网络欺凌/受害,理财能力良好,4,2,5,3,0,2,5,5,5,3,0,3,1,2,1
Q1693,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；长期疾病,暴力型教养,敌意价值观,加入不良群体,社区一般,偶尔缺课；偶尔逃学,按课表开展,接触色情内容,接触不良社交圈,严重财务问题,1,5,0,1,0,5,3,3,5,1,1,0,0,3,2
Q1694,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；事实无人抚养,暴力型教养,价值观模糊,受同伴影响,社区资源贫乏；社区犯罪频发,偶尔缺课；偶尔逃学,深度参与/法治活动活跃,接触色情内容,线上交往健康,被诈骗,3,0,5,5,3,0,4,5,3,2,1,1,1,1,5
Q1695,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；长期疾病,权威型教养,偶有极端/模糊倾向,偶有接触,社区资源贫乏；社区一般,偶尔缺课,深度参与/法治活动活跃,主要接触正面/学习资源,接触不良社交圈,严重财务问题,2,1,3,4,4,2,3,4,5,1,1,1,3,4,0
Q1696,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,权威型教养；溺爱型教养,敌意价值观,偶有接触,社区一般,偶尔缺课,偶尔宣传,接触色情内容,被网络欺凌/受害,存在欠债,1,3,3,0,1,4,3,0,1,2,1,2,4,0,2
Q1697,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；长期疾病；监护人积极参与(保护),传统型教养；溺爱型教养,价值观模糊,受同伴影响,社区一般,偶尔缺课,无法治教育,主要接触正面/学习资源,被网络欺凌/受害,存在欠债,4,5,4,3,0,0,5,3,4,5,1,3,4,1,0
Q1698,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；留守,传统型教养,偶有极端/模糊倾向,结交不良同伴,社区资源贫乏,偶尔逃学；偶尔缺课,深度参与/法治活动活跃,接触色情内容,线上交往健康,严重财务问题,1,5,3,1,1,4,0,5,0,0,3,1,0,0,5
Q1699,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联,溺爱型教养；暴力型教养,偶有极端/模糊倾向,偶有接触,社区资源丰富且治安好,偶尔缺课；长期旷课,按课表开展,接触诈骗信息,线上交往健康,被诈骗,5,1,2,1,5,2,4,1,5,3,3,0,2,2,1
Q1700,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养,传统型教养；忽视型教养,偶有极端/模糊倾向,加入不良群体,社区一般；社区资源丰富且治安好,偶尔缺课,按课表开展,主要接触正面/学习资源,参与/发起网络欺凌,严重财务问题,4,5,5,1,2,0,4,4,2,1,5,5,2,4,0
Q1701,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,暴力型教养；权威型教养,敌意价值观,加入不良群体,社区犯罪频发,偶尔缺课,无法治教育,接触黑灰产信息,参与/发起网络欺凌,理财能力良好,3,3,1,5,4,5,0,4,1,2,4,3,0,2,3
Q1702,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；父母常年不在,权威型教养,偶有极端/模糊倾向,偶有接触,社区资源贫乏；高风险社区,偶尔逃学,深度参与/法治活动活跃,接触暴力/血腥内容,线上交往健康,理财能力良好,2,3,2,5,1,2,0,2,2,0,4,0,3,2,2
Q1703,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),暴力型教养,价值观模糊,加入不良群体,社区一般,探索个性化学习；偶尔缺课,偶尔宣传,主要接触正面/学习资源,被网络欺凌/受害,存在欠债,5,5,4,1,4,3,4,5,3,3,4,2,3,4,4
Q1704,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；留守；长期疾病,溺爱型教养；权威型教养,价值观模糊,受同伴影响,社区一般,偶尔缺课；偶尔逃学,偶尔宣传,接触诈骗信息,被网络欺凌/受害,被诈骗,2,3,2,3,0,1,2,3,2,4,3,4,5,0,1
Q1705,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；父母失联；留守,传统型教养；暴力型教养,偶有极端/模糊倾向,偶有接触,社区一般,偶尔逃学,按课表开展,主要接触正面/学习资源,参与/发起网络欺凌,存在欠债,3,1,0,0,4,4,3,0,3,3,1,1,4,3,4
Q1706,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；长期疾病,溺爱型教养,无极端倾向,无不良同伴,高风险社区,偶尔缺课；探索个性化学习,偶尔宣传,接触诈骗信息,线上交往健康,存在欠债,0,4,4,2,2,2,0,2,0,5,0,2,3,5,5
Q1707,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,传统型教养；溺爱型教养,价值观模糊,加入不良群体,社区一般,偶尔缺课；长期旷课,按课表开展,接触色情内容,线上交往健康,存在欠债,2,1,4,2,3,1,2,2,5,1,4,0,0,4,3
Q1708,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；事实无人抚养；单亲,忽视型教养,无极端倾向,受同伴影响,社区资源贫乏,偶尔逃学；偶尔逃学,偶尔宣传,主要接触正面/学习资源,被网络欺凌/受害,理财能力良好,4,1,4,3,0,1,3,5,5,2,3,3,0,5,2
Q1709,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,传统型教养；溺爱型教养,无极端倾向,受同伴影响,社区犯罪频发；社区一般,长期旷课,无法治教育,主要接触正面/学习资源,线上交往健康,严重财务问题,0,4,1,1,3,5,4,2,1,1,1,5,0,4,0
Q1710,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；父母失业；父母常年不在,权威型教养,偶有极端/模糊倾向,偶有接触,高风险社区,偶尔逃学,深度参与/法治活动活跃,接触诈骗信息,接触不良社交圈,偶尔冲动消费,5,4,2,2,1,5,4,0,1,2,0,5,3,0,5
Q1711,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；父母失联,暴力型教养；传统型教养,价值观模糊,结交不良同伴,社区资源贫乏；社区一般,偶尔逃学；偶尔缺课,偶尔宣传,接触诈骗信息,被网络欺凌/受害,偶尔冲动消费,5,2,0,3,3,2,3,5,1,3,2,0,4,2,5
Q1712,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；流动监护；父母失业,传统型教养；权威型教养,价值观模糊,加入不良群体,社区一般,偶尔逃学；探索个性化学习,偶尔宣传,主要接触正面/学习资源,参与/发起网络欺凌,存在欠债,4,2,4,1,1,5,0,4,5,4,0,0,2,3,1
Q1713,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守,溺爱型教养,无极端倾向,受同伴影响,高风险社区；社区资源丰富且治安好,探索个性化学习；偶尔缺课,偶尔宣传,接触黑灰产信息,参与/发起网络欺凌,存在欠债,4,3,1,1,2,0,1,0,3,5,2,5,3,1,1
Q1714,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,忽视型教养,偶有极端/模糊倾向,结交不良同伴,社区一般,偶尔缺课；偶尔缺课,偶尔宣传,主要接触正面/学习资源,线上交往健康,严重财务问题,0,1,0,1,2,3,4,4,0,5,4,3,0,3,3
Q1715,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；单亲；监护薄弱,忽视型教养；暴力型教养,偶有极端/模糊倾向,受同伴影响,社区一般；社区资源贫乏,偶尔缺课；偶尔逃学,无法治教育,主要接触正面/学习资源,线上交往健康,理财能力良好,4,4,1,2,1,0,3,5,1,0,0,0,5,0,4
Q1716,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；事实无人抚养,暴力型教养,敌意价值观,无不良同伴,社区一般,偶尔缺课；偶尔逃学,深度参与/法治活动活跃,接触黑灰产信息,接触不良社交圈,偶尔冲动消费,1,5,5,5,0,5,0,1,3,3,4,2,4,5,0
Q1717,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守,溺爱型教养,价值观模糊,受同伴影响,社区一般,辍学；辍学,按课表开展,接触暴力/血腥内容,接触不良社交圈,严重财务问题,4,3,0,4,0,5,0,0,1,2,3,4,3,0,3
Q1718,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),溺爱型教养；传统型教养,敌意价值观,加入不良群体,社区一般；高风险社区,偶尔逃学,偶尔宣传,接触诈骗信息,线上交往健康,严重财务问题,2,4,5,1,5,0,0,5,4,5,4,1,3,0,5
Q1719,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；长期疾病；父母常年不在,溺爱型教养；传统型教养,偶有极端/模糊倾向,无不良同伴,社区一般；社区治安较差,探索个性化学习,无法治教育,接触暴力/血腥内容,参与/发起网络欺凌,偶尔冲动消费,4,3,2,1,1,2,3,3,0,1,1,5,5,4,2
Q1720,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；留守,传统型教养,敌意价值观,加入不良群体,社区一般,长期旷课,偶尔宣传,主要接触正面/学习资源,线上交往健康,理财能力良好,0,4,3,3,2,4,2,1,5,4,5,3,1,1,0
Q1721,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；监护人积极参与(保护)；父母失业,权威型教养,偶有极端/模糊倾向,加入不良群体,社区资源贫乏,偶尔逃学；偶尔缺课,偶尔宣传,接触色情内容,接触不良社交圈,理财能力良好,2,0,5,2,1,0,3,1,0,2,0,4,1,4,1
Q1722,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；监护人积极参与(保护),溺爱型教养,价值观模糊,受同伴影响,社区一般,长期旷课,按课表开展,接触黑灰产信息,线上交往健康,偶尔冲动消费,2,0,2,0,0,4,0,4,5,0,2,4,3,4,4
Q1723,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),权威型教养,无极端倾向,偶有接触,社区一般,偶尔缺课；偶尔缺课,深度参与/法治活动活跃,主要接触正面/学习资源,参与/发起网络欺凌,严重财务问题,3,5,5,5,3,5,4,2,3,1,3,4,0,3,4
Q1724,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联,忽视型教养；溺爱型教养,敌意价值观,受同伴影响,社区一般；高风险社区,偶尔逃学,偶尔宣传,主要接触正面/学习资源,接触不良社交圈,存在欠债,0,2,4,3,3,3,0,0,1,5,1,1,1,4,2
Q1725,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；单亲,传统型教养；溺爱型教养,敌意价值观,无不良同伴,社区治安较差；高风险社区,偶尔逃学,无法治教育,接触黑灰产信息,接触不良社交圈,存在欠债,0,2,5,0,0,5,5,1,0,2,3,0,3,2,0
Q1726,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；监护人积极参与(保护)；父母常年不在,忽视型教养；传统型教养,无极端倾向,偶有接触,社区治安较差,偶尔缺课,偶尔宣传,接触诈骗信息,被网络欺凌/受害,严重财务问题,1,0,0,5,3,1,4,2,1,1,0,4,4,3,5
Q1727,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,传统型教养；忽视型教养,偶有极端/模糊倾向,加入不良群体,社区治安较差,偶尔缺课；长期旷课,深度参与/法治活动活跃,接触黑灰产信息,参与/发起网络欺凌,理财能力良好,3,3,3,0,4,5,1,1,4,2,2,5,5,1,2
Q1728,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；留守,权威型教养；溺爱型教养,偶有极端/模糊倾向,无不良同伴,社区犯罪频发,长期旷课；偶尔缺课,深度参与/法治活动活跃,接触诈骗信息,参与/发起网络欺凌,存在欠债,5,5,1,1,3,4,2,5,0,4,3,4,0,0,2
Q1729,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；事实无人抚养；留守,传统型教养,无极端倾向,加入不良群体,高风险社区,偶尔逃学,偶尔宣传,接触色情内容,线上交往健康,理财能力良好,1,1,0,0,3,4,4,3,1,1,3,0,3,0,0
