年龄,年龄段,身份定位,评估结论,监护状况,教养方式,认知类型,同伴关系,社区环境,在校表现,法治教育覆盖,内容接触,线上交往行为,财务行为,家庭沟通分,家庭冲突分,冲动易冲动程度,攻击暴力倾向,自我认同问题程度,受不良同伴影响强度,受社区影响强度,逃学旷课频次,法治教育学习效果,上网时间问题程度,深夜上网问题程度,接触有害内容频次,时间管理问题程度,理财观念行为问题程度,情感支持,情绪调节困难程度
Q0792,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；父母失联,传统型教养,偶有极端/模糊倾向；无极端倾向；敌意价值观,受同伴影响,社区资源丰富且治安好,偶尔逃学/逃学,无法治教育,主要接触正面/学习资源,线上交往健康；接触不良社交圈,严重财务问题,1,2,0,0,2,2,2,2,1,2,1,1,0,0,0
Q0793,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失联；监护人积极参与(保护),忽视型教养；传统型教养,无极端倾向；敌意价值观；受同伴影响,加入不良群体；受同伴影响；偶有接触,社区资源丰富且治安好,偶尔逃学/逃学；长期旷课,深度参与/法治活动活跃；按课表开展；偶尔宣传,接触黑灰产信息；接触诈骗信息,被网络欺凌/受害；参与/发起网络欺凌；线上交往健康,被诈骗；理财能力良好,1,0,2,2,1,2,2,1,1,0,1,0,2,0,1
Q0794,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；流动监护；单亲,忽视型教养；溺爱型教养,无极端倾向；受同伴影响,偶有接触；加入不良群体；无不良同伴,社区资源丰富且治安好；社区犯罪频发；高风险社区,长期旷课；偶尔缺课,深度参与/法治活动活跃,接触暴力/血腥内容；接触黑灰产信息；接触色情内容,接触不良社交圈；线上交往健康,严重财务问题；被诈骗；理财能力良好,0,0,2,0,0,0,0,2,0,1,2,0,2,1,0
Q0795,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；父母失业；父母常年不在,传统型教养；溺爱型教养,无极端倾向；价值观模糊,结交不良同伴,社区犯罪频发；社区一般；社区资源丰富且治安好,辍学；偶尔逃学/逃学；长期旷课,偶尔宣传；深度参与/法治活动活跃；无法治教育,接触色情内容；接触黑灰产信息,被网络欺凌/受害,存在欠债；理财能力良好；严重财务问题,2,1,0,2,1,0,1,2,1,1,2,0,0,2,2
Q0796,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；父母失业,溺爱型教养,偶有极端/模糊倾向,受同伴影响,社区资源丰富且治安好；社区资源贫乏；高风险社区,探索个性化学习,深度参与/法治活动活跃；偶尔宣传,接触黑灰产信息,接触不良社交圈,被诈骗,2,1,0,2,0,0,0,0,2,0,1,1,1,1,1
Q0797,15,14-16岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,流动监护,暴力型教养,敌意价值观,结交不良同伴,高风险社区；社区治安较差；社区犯罪频发,经常逃学；辍学；长期旷课,深度参与/法治活动活跃；无法治教育；偶尔宣传,接触暴力/血腥内容；接触黑灰产信息,接触不良社交圈；被网络欺凌/受害；线上交往健康,严重财务问题,2,2,2,4,3,2,2,2,3,3,3,4,4,4,4
Q0798,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；流动监护；监护薄弱,溺爱型教养；忽视型教养,受同伴影响；偶有极端/模糊倾向,偶有接触,社区犯罪频发,偶尔缺课,无法治教育,接触暴力/血腥内容；主要接触正面/学习资源；接触黑灰产信息,接触不良社交圈；线上交往健康；被网络欺凌/受害,严重财务问题；被诈骗；存在欠债,2,1,1,0,1,0,0,1,0,0,0,1,0,2,0
Q0799,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；父母失业；父母常年不在,权威型教养；溺爱型教养,受同伴影响；无极端倾向,偶有接触；结交不良同伴；加入不良群体,社区一般；社区犯罪频发,偶尔逃学/逃学；偶尔缺课；经常逃学,偶尔宣传,接触诈骗信息,接触不良社交圈；参与/发起网络欺凌；被网络欺凌/受害,被诈骗,0,0,0,0,1,2,2,1,1,1,1,2,0,2,1
Q0800,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；留守,忽视型教养；权威型教养,无极端倾向；价值观模糊；敌意价值观,无不良同伴,社区一般,探索个性化学习,按课表开展,接触诈骗信息；主要接触正面/学习资源；接触色情内容,线上交往健康；被网络欺凌/受害,理财能力良好；存在欠债,2,2,2,1,0,0,1,0,0,1,0,2,1,0,2
Q0801,14,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,事实无人抚养,溺爱型教养；权威型教养；暴力型教养,偶有极端/模糊倾向,结交不良同伴；加入不良群体；无不良同伴,社区资源贫乏；社区一般,辍学,偶尔宣传；无法治教育；按课表开展,接触诈骗信息,线上交往健康；被网络欺凌/受害,理财能力良好；偶尔冲动消费,1,2,2,1,1,1,1,1,2,3,3,3,3,1,3
Q0802,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；监护人积极参与(保护),暴力型教养,敌意价值观；偶有极端/模糊倾向,结交不良同伴,高风险社区,辍学；偶尔逃学/逃学；经常逃学,偶尔宣传,接触暴力/血腥内容；接触诈骗信息,参与/发起网络欺凌,偶尔冲动消费；严重财务问题；被诈骗,1,0,1,0,2,2,2,2,1,2,2,1,0,1,2
Q0803,16,14-16岁,监护良好但有违法行为,行为偏差明显，需配合司法程序并同步提供保护性矫治,留守；流动监护,溺爱型教养,敌意价值观,加入不良群体,社区一般；社区资源丰富且治安好；高风险社区,经常逃学；长期旷课,无法治教育,主要接触正面/学习资源,线上交往健康；被网络欺凌/受害；参与/发起网络欺凌,被诈骗；严重财务问题,3,3,3,4,3,2,4,4,4,2,4,4,3,3,2
Q0804,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；单亲,溺爱型教养；暴力型教养,受同伴影响；偶有极端/模糊倾向,结交不良同伴,社区资源丰富且治安好；社区一般；社区治安较差,经常逃学；辍学；长期旷课,偶尔宣传；深度参与/法治活动活跃,接触黑灰产信息；接触暴力/血腥内容,线上交往健康；参与/发起网络欺凌,偶尔冲动消费；理财能力良好；存在欠债,1,0,0,1,0,2,2,1,0,0,1,2,1,2,0
Q0805,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；单亲,忽视型教养,敌意价值观；受同伴影响；无极端倾向,加入不良群体；偶有接触；受同伴影响,社区资源贫乏；社区资源丰富且治安好,探索个性化学习；长期旷课,按课表开展；无法治教育；偶尔宣传,接触暴力/血腥内容；主要接触正面/学习资源,线上交往健康；参与/发起网络欺凌,存在欠债,0,2,0,1,2,2,0,0,0,2,1,0,1,1,1
Q0806,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；父母失联,权威型教养；溺爱型教养；传统型教养,敌意价值观；价值观模糊,偶有接触,社区一般；社区治安较差；社区犯罪频发,探索个性化学习；长期旷课,按课表开展；无法治教育；深度参与/法治活动活跃,主要接触正面/学习资源,线上交往健康；被网络欺凌/受害；接触不良社交圈,理财能力良好,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1
Q0807,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失业,忽视型教养,价值观模糊；偶有极端/模糊倾向,加入不良群体；偶有接触；受同伴影响,社区资源丰富且治安好,偶尔缺课,按课表开展；无法治教育；深度参与/法治活动活跃,接触暴力/血腥内容,线上交往健康；被网络欺凌/受害,存在欠债,2,1,0,1,0,0,2,0,1,2,1,2,1,1,1
Q0808,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；流动监护,溺爱型教养；权威型教养,敌意价值观,无不良同伴；偶有接触,高风险社区；社区治安较差,辍学；偶尔缺课；探索个性化学习,深度参与/法治活动活跃；无法治教育,接触黑灰产信息；接触色情内容；接触暴力/血腥内容,被网络欺凌/受害；接触不良社交圈,严重财务问题；存在欠债,1,0,0,2,1,1,2,1,1,2,1,1,0,0,2
Q0809,16,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,流动监护,传统型教养,无极端倾向；价值观模糊；偶有极端/模糊倾向,结交不良同伴；偶有接触,高风险社区；社区资源贫乏；社区治安较差,偶尔逃学/逃学；探索个性化学习；辍学,按课表开展,接触色情内容,线上交往健康；接触不良社交圈；被网络欺凌/受害,理财能力良好,1,3,2,3,2,3,3,2,3,2,3,1,1,2,2
Q0810,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护,传统型教养；忽视型教养,无极端倾向,加入不良群体；受同伴影响；无不良同伴,社区一般；社区资源丰富且治安好；社区资源贫乏,辍学,按课表开展,接触暴力/血腥内容；接触黑灰产信息,参与/发起网络欺凌；接触不良社交圈,存在欠债；被诈骗；偶尔冲动消费,1,0,1,1,2,1,2,1,2,1,2,1,2,2,0
Q0811,16,14-16岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,父母失联；监护薄弱,溺爱型教养,价值观模糊；敌意价值观,结交不良同伴,社区犯罪频发；社区治安较差,偶尔缺课；经常逃学；偶尔逃学/逃学,按课表开展；深度参与/法治活动活跃；偶尔宣传,接触色情内容,线上交往健康,理财能力良好,2,2,2,3,2,4,3,4,4,3,4,3,4,4,3
Q0812,15,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,监护人积极参与(保护)；父母失联,传统型教养,受同伴影响；无极端倾向；价值观模糊,结交不良同伴；无不良同伴；受同伴影响,社区资源贫乏；社区资源丰富且治安好,探索个性化学习；偶尔逃学/逃学,偶尔宣传；深度参与/法治活动活跃；无法治教育,接触色情内容,线上交往健康；接触不良社交圈,偶尔冲动消费；存在欠债；严重财务问题,2,1,3,1,3,1,2,2,1,3,1,1,3,1,1
Q0813,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；长期疾病；监护人积极参与(保护),传统型教养；暴力型教养,价值观模糊,结交不良同伴,社区资源贫乏；社区犯罪频发；高风险社区,长期旷课,按课表开展；深度参与/法治活动活跃,接触暴力/血腥内容；接触色情内容,被网络欺凌/受害；接触不良社交圈,理财能力良好；偶尔冲动消费,1,1,1,1,0,2,1,2,1,2,0,0,0,1,0
Q0814,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；留守；单亲,暴力型教养；忽视型教养,无极端倾向；受同伴影响；价值观模糊,结交不良同伴,社区治安较差；社区资源丰富且治安好,经常逃学,深度参与/法治活动活跃,接触暴力/血腥内容；接触诈骗信息,被网络欺凌/受害；接触不良社交圈,偶尔冲动消费；严重财务问题；存在欠债,2,2,2,2,1,1,2,2,0,0,1,1,1,2,2
Q0815,16,14-16岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,父母失联；事实无人抚养,暴力型教养；传统型教养；忽视型教养,敌意价值观,偶有接触；受同伴影响,社区资源贫乏,偶尔缺课,无法治教育；深度参与/法治活动活跃；偶尔宣传,接触暴力/血腥内容；接触色情内容,参与/发起网络欺凌；线上交往健康,存在欠债,2,3,2,4,3,2,4,2,3,2,2,2,4,3,4
Q0816,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；监护人积极参与(保护)；父母失联,忽视型教养；传统型教养,价值观模糊；无极端倾向；受同伴影响,加入不良群体,社区治安较差；社区资源贫乏,经常逃学；偶尔逃学/逃学；辍学,按课表开展；无法治教育,主要接触正面/学习资源；接触色情内容,接触不良社交圈；被网络欺凌/受害,偶尔冲动消费,2,2,0,2,2,0,0,0,2,2,1,2,0,2,1
Q0817,14,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,事实无人抚养,暴力型教养；忽视型教养；传统型教养,受同伴影响,无不良同伴,社区犯罪频发,偶尔缺课；长期旷课；经常逃学,无法治教育,接触暴力/血腥内容,线上交往健康；接触不良社交圈；参与/发起网络欺凌,被诈骗；严重财务问题；存在欠债,3,3,3,1,2,2,2,1,1,1,3,1,1,1,2
Q0818,15,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,流动监护；留守；父母常年不在,暴力型教养,无极端倾向；受同伴影响,偶有接触；加入不良群体,社区犯罪频发,偶尔缺课,深度参与/法治活动活跃,接触诈骗信息,接触不良社交圈；参与/发起网络欺凌,被诈骗,1,2,1,1,1,1,2,1,3,1,2,1,3,3,1
Q0819,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；长期疾病,权威型教养,受同伴影响；偶有极端/模糊倾向,加入不良群体；无不良同伴；受同伴影响,社区犯罪频发；社区资源丰富且治安好；社区资源贫乏,偶尔逃学/逃学；辍学,偶尔宣传；无法治教育；深度参与/法治活动活跃,主要接触正面/学习资源,参与/发起网络欺凌；被网络欺凌/受害,严重财务问题,0,1,2,1,1,0,0,0,2,0,2,1,1,1,2
Q0820,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；父母常年不在,溺爱型教养；忽视型教养；传统型教养,敌意价值观,无不良同伴,高风险社区；社区资源贫乏,经常逃学；探索个性化学习,无法治教育；深度参与/法治活动活跃,接触色情内容；接触诈骗信息；接触黑灰产信息,参与/发起网络欺凌；线上交往健康；接触不良社交圈,偶尔冲动消费,1,0,2,1,0,0,1,1,0,0,1,0,0,2,2
Q0821,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,忽视型教养；暴力型教养,价值观模糊；受同伴影响,加入不良群体；受同伴影响,社区犯罪频发；社区资源贫乏；社区资源丰富且治安好,探索个性化学习；偶尔缺课；辍学,无法治教育；按课表开展；深度参与/法治活动活跃,接触色情内容；接触诈骗信息；接触黑灰产信息,接触不良社交圈；参与/发起网络欺凌,偶尔冲动消费；严重财务问题,2,2,0,1,0,2,2,2,2,0,1,0,2,0,2
Q0822,16,14-16岁,高风险需干预,已出现高风险行为，建议启动多部门联合干预,父母失联,权威型教养,无极端倾向,结交不良同伴,社区犯罪频发,长期旷课,无法治教育,接触暴力/血腥内容；接触诈骗信息；接触黑灰产信息,参与/发起网络欺凌,严重财务问题；存在欠债；偶尔冲动消费,5,4,4,5,5,4,5,5,5,4,4,4,4,5,4
Q0823,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；单亲,暴力型教养；溺爱型教养,价值观模糊；受同伴影响,加入不良群体；无不良同伴；偶有接触,高风险社区；社区资源贫乏,长期旷课；经常逃学,按课表开展；偶尔宣传；深度参与/法治活动活跃,主要接触正面/学习资源；接触黑灰产信息,线上交往健康；接触不良社交圈,严重财务问题；偶尔冲动消费；被诈骗,0,2,0,0,1,1,2,0,2,0,2,1,2,2,0
Q0824,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；父母失联；留守,溺爱型教养；权威型教养,无极端倾向；价值观模糊,偶有接触,社区一般,长期旷课,偶尔宣传；深度参与/法治活动活跃,接触诈骗信息,接触不良社交圈,理财能力良好；存在欠债,0,1,0,1,0,0,0,1,0,2,2,0,2,1,0
Q0825,14,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,流动监护；长期疾病,忽视型教养；传统型教养；权威型教养,无极端倾向,受同伴影响；结交不良同伴,社区犯罪频发；社区资源丰富且治安好；社区资源贫乏,辍学,深度参与/法治活动活跃,接触黑灰产信息；接触色情内容；接触诈骗信息,接触不良社交圈；线上交往健康,存在欠债,2,3,3,2,2,1,2,2,3,3,1,3,2,1,2
Q0826,15,14-16岁,高风险需干预,已出现高风险行为，建议启动多部门联合干预,父母常年不在,忽视型教养；传统型教养；权威型教养,敌意价值观；偶有极端/模糊倾向；受同伴影响,偶有接触；受同伴影响,高风险社区；社区一般；社区犯罪频发,经常逃学,偶尔宣传；按课表开展；深度参与/法治活动活跃,接触诈骗信息；接触色情内容,线上交往健康；参与/发起网络欺凌；被网络欺凌/受害,被诈骗,4,5,5,4,5,5,4,5,5,5,5,4,4,5,5
Q0827,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失联,传统型教养；暴力型教养；溺爱型教养,偶有极端/模糊倾向,受同伴影响；加入不良群体,社区资源丰富且治安好；社区资源贫乏,辍学,无法治教育；深度参与/法治活动活跃；偶尔宣传,接触诈骗信息,参与/发起网络欺凌；接触不良社交圈；被网络欺凌/受害,严重财务问题；理财能力良好；存在欠债,2,1,1,2,1,2,1,2,0,1,0,0,0,2,2
Q0828,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；父母常年不在,传统型教养,无极端倾向；价值观模糊；敌意价值观,偶有接触；无不良同伴,社区治安较差；社区一般；高风险社区,辍学；长期旷课；探索个性化学习,无法治教育,接触色情内容；主要接触正面/学习资源,被网络欺凌/受害；线上交往健康,严重财务问题,0,2,1,0,0,2,1,1,0,1,0,0,1,0,2
Q0829,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；长期疾病；事实无人抚养,权威型教养,敌意价值观；偶有极端/模糊倾向；受同伴影响,加入不良群体,社区治安较差,探索个性化学习,按课表开展；偶尔宣传,接触色情内容；接触暴力/血腥内容,线上交往健康；被网络欺凌/受害；参与/发起网络欺凌,严重财务问题,1,2,0,2,0,1,0,2,0,0,2,0,1,1,1
Q0830,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,溺爱型教养；传统型教养；忽视型教养,偶有极端/模糊倾向,结交不良同伴；受同伴影响；偶有接触,社区犯罪频发,偶尔逃学/逃学；探索个性化学习,无法治教育；按课表开展；偶尔宣传,接触诈骗信息；接触色情内容；接触暴力/血腥内容,接触不良社交圈,理财能力良好；存在欠债；被诈骗,1,1,0,2,0,2,1,0,1,1,0,1,2,0,0
Q0831,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；事实无人抚养；父母失业,权威型教养,敌意价值观,加入不良群体,社区资源丰富且治安好；高风险社区,偶尔缺课,深度参与/法治活动活跃；无法治教育,接触暴力/血腥内容；接触黑灰产信息；接触色情内容,参与/发起网络欺凌；被网络欺凌/受害,被诈骗；偶尔冲动消费；理财能力良好,0,2,1,1,2,1,2,2,2,2,2,1,1,1,1
Q0832,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,暴力型教养；传统型教养；忽视型教养,受同伴影响；敌意价值观；价值观模糊,加入不良群体,社区资源贫乏；社区资源丰富且治安好；社区治安较差,偶尔逃学/逃学；偶尔缺课；辍学,深度参与/法治活动活跃；无法治教育,接触黑灰产信息,接触不良社交圈；被网络欺凌/受害；线上交往健康,偶尔冲动消费；严重财务问题；被诈骗,1,1,2,2,0,1,1,1,2,0,1,1,1,2,1
Q0833,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；流动监护,溺爱型教养；传统型教养,价值观模糊,结交不良同伴,社区一般,辍学；偶尔逃学/逃学,按课表开展；偶尔宣传,主要接触正面/学习资源；接触暴力/血腥内容；接触诈骗信息,被网络欺凌/受害；接触不良社交圈；参与/发起网络欺凌,严重财务问题,2,0,2,0,1,1,0,1,0,0,1,0,0,2,1
Q0834,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；单亲,忽视型教养；传统型教养,敌意价值观；偶有极端/模糊倾向,偶有接触；结交不良同伴,社区资源贫乏,经常逃学；偶尔缺课,偶尔宣传；无法治教育；深度参与/法治活动活跃,接触诈骗信息；接触黑灰产信息；接触暴力/血腥内容,参与/发起网络欺凌；接触不良社交圈,偶尔冲动消费；被诈骗,2,0,2,1,1,1,0,0,0,2,1,2,2,2,0
Q0835,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,忽视型教养；权威型教养；传统型教养,偶有极端/模糊倾向,加入不良群体；偶有接触,社区犯罪频发；社区一般；社区资源贫乏,辍学；长期旷课,无法治教育；偶尔宣传；深度参与/法治活动活跃,接触暴力/血腥内容,参与/发起网络欺凌；被网络欺凌/受害,存在欠债；严重财务问题,0,2,1,0,0,0,1,0,0,2,0,1,1,0,1
Q0836,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),暴力型教养；权威型教养；忽视型教养,价值观模糊；偶有极端/模糊倾向；无极端倾向,结交不良同伴；受同伴影响；偶有接触,社区资源贫乏；社区治安较差；社区犯罪频发,探索个性化学习；偶尔缺课,偶尔宣传；按课表开展,接触暴力/血腥内容；接触黑灰产信息,线上交往健康；参与/发起网络欺凌；接触不良社交圈,被诈骗；严重财务问题；理财能力良好,1,0,0,2,1,0,0,2,2,1,0,1,2,1,0
Q0837,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱,忽视型教养；暴力型教养,无极端倾向,加入不良群体,社区一般；高风险社区；社区资源丰富且治安好,辍学,偶尔宣传,接触诈骗信息；接触暴力/血腥内容,线上交往健康；接触不良社交圈,严重财务问题；存在欠债；被诈骗,1,1,1,1,0,0,1,0,1,1,0,1,0,1,2
Q0838,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；监护薄弱,暴力型教养；溺爱型教养,敌意价值观；受同伴影响；偶有极端/模糊倾向,结交不良同伴；受同伴影响；偶有接触,社区资源丰富且治安好；社区犯罪频发,经常逃学；偶尔逃学/逃学,深度参与/法治活动活跃；无法治教育,接触诈骗信息；接触暴力/血腥内容；接触色情内容,接触不良社交圈；线上交往健康；参与/发起网络欺凌,理财能力良好；偶尔冲动消费；存在欠债,0,0,0,2,1,0,0,0,1,0,2,2,2,2,0
Q0839,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；父母常年不在；单亲,忽视型教养,无极端倾向；受同伴影响；敌意价值观,加入不良群体；偶有接触；无不良同伴,社区犯罪频发；高风险社区；社区资源丰富且治安好,偶尔逃学/逃学,偶尔宣传,主要接触正面/学习资源,接触不良社交圈；线上交往健康；被网络欺凌/受害,被诈骗；理财能力良好；偶尔冲动消费,0,0,0,1,1,2,2,2,0,1,1,0,2,2,2
Q0840,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,暴力型教养,价值观模糊；受同伴影响,加入不良群体；结交不良同伴；偶有接触,社区治安较差,辍学,按课表开展,主要接触正面/学习资源；接触诈骗信息；接触色情内容,参与/发起网络欺凌；线上交往健康；接触不良社交圈,存在欠债；被诈骗；理财能力良好,0,0,1,1,1,2,0,0,2,1,0,0,1,1,0
Q0841,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；父母失业；父母失联,暴力型教养,价值观模糊；偶有极端/模糊倾向,加入不良群体；无不良同伴,高风险社区；社区犯罪频发,长期旷课；经常逃学；辍学,深度参与/法治活动活跃；偶尔宣传；按课表开展,接触色情内容；接触黑灰产信息；接触诈骗信息,参与/发起网络欺凌；线上交往健康；被网络欺凌/受害,严重财务问题；存在欠债；被诈骗,2,0,1,1,2,0,1,2,0,2,1,1,1,2,2
Q0842,16,14-16岁,高风险需干预,已出现高风险行为，建议启动多部门联合干预,单亲,暴力型教养,价值观模糊；偶有极端/模糊倾向；敌意价值观,加入不良群体；无不良同伴；偶有接触,社区一般；社区资源丰富且治安好；高风险社区,经常逃学；长期旷课；辍学,无法治教育；按课表开展,接触诈骗信息；接触色情内容,线上交往健康；参与/发起网络欺凌,被诈骗,4,5,5,5,5,4,4,4,4,5,5,4,5,4,4
Q0843,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；单亲,忽视型教养；暴力型教养,偶有极端/模糊倾向；价值观模糊；受同伴影响,无不良同伴；受同伴影响；结交不良同伴,高风险社区,长期旷课,按课表开展；深度参与/法治活动活跃,接触诈骗信息；接触色情内容,被网络欺凌/受害；接触不良社交圈；线上交往健康,被诈骗；严重财务问题；存在欠债,2,0,0,0,2,2,2,1,0,0,1,1,1,2,1
Q0844,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,溺爱型教养；暴力型教养,偶有极端/模糊倾向；受同伴影响,受同伴影响；无不良同伴；加入不良群体,社区治安较差；高风险社区；社区犯罪频发,长期旷课,无法治教育,主要接触正面/学习资源；接触诈骗信息,被网络欺凌/受害,偶尔冲动消费,0,0,0,1,2,1,0,0,1,1,2,0,2,2,2
Q0845,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；留守,权威型教养；溺爱型教养,受同伴影响；无极端倾向；偶有极端/模糊倾向,加入不良群体；受同伴影响；结交不良同伴,社区资源贫乏；社区治安较差；社区一般,辍学；探索个性化学习,无法治教育,主要接触正面/学习资源；接触诈骗信息,参与/发起网络欺凌；线上交往健康,被诈骗；存在欠债；理财能力良好,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1
Q0846,16,14-16岁,监护良好但有违法行为,行为偏差明显，需配合司法程序并同步提供保护性矫治,单亲,传统型教养,无极端倾向；敌意价值观；价值观模糊,无不良同伴；加入不良群体,社区犯罪频发,辍学；长期旷课；偶尔逃学/逃学,按课表开展；无法治教育,接触诈骗信息；主要接触正面/学习资源,参与/发起网络欺凌,偶尔冲动消费,2,2,4,2,2,2,3,3,4,2,4,3,4,4,4
Q0847,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),传统型教养；溺爱型教养；暴力型教养,受同伴影响；价值观模糊,结交不良同伴；加入不良群体,社区资源丰富且治安好；社区一般；社区犯罪频发,偶尔缺课；辍学,深度参与/法治活动活跃；偶尔宣传,接触诈骗信息；接触黑灰产信息,线上交往健康；参与/发起网络欺凌；被网络欺凌/受害,严重财务问题；存在欠债；被诈骗,0,1,1,1,0,0,0,2,1,1,0,1,1,1,1
Q0848,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联,忽视型教养；溺爱型教养；传统型教养,价值观模糊；无极端倾向；敌意价值观,加入不良群体,高风险社区；社区治安较差,经常逃学；长期旷课,深度参与/法治活动活跃；无法治教育；偶尔宣传,接触诈骗信息；接触暴力/血腥内容,线上交往健康,存在欠债；理财能力良好；严重财务问题,2,1,1,0,0,1,1,1,2,2,2,0,0,2,1
Q0849,14,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,事实无人抚养,溺爱型教养,偶有极端/模糊倾向；敌意价值观；价值观模糊,结交不良同伴；加入不良群体；无不良同伴,社区一般；社区治安较差；高风险社区,辍学；偶尔缺课,深度参与/法治活动活跃；偶尔宣传；按课表开展,主要接触正面/学习资源,线上交往健康；参与/发起网络欺凌；接触不良社交圈,严重财务问题；偶尔冲动消费,1,3,2,1,3,3,3,1,1,2,1,1,2,1,3
Q0850,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；流动监护,权威型教养；传统型教养；溺爱型教养,价值观模糊,偶有接触；受同伴影响；无不良同伴,社区一般；高风险社区,偶尔缺课,偶尔宣传；按课表开展,接触色情内容；接触诈骗信息,参与/发起网络欺凌；被网络欺凌/受害；接触不良社交圈,严重财务问题；偶尔冲动消费,0,0,0,2,1,2,1,1,1,0,0,0,2,2,2
Q0851,16,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母常年不在；长期疾病；监护薄弱,传统型教养；溺爱型教养；暴力型教养,敌意价值观；价值观模糊,偶有接触,社区资源贫乏,偶尔缺课,深度参与/法治活动活跃,接触黑灰产信息；主要接触正面/学习资源；接触色情内容,被网络欺凌/受害；参与/发起网络欺凌；线上交往健康,偶尔冲动消费；被诈骗；存在欠债,2,1,3,3,1,3,1,3,3,2,3,3,3,3,1
